58519947	HAT	histone acetyltransferase
58519947	CAMK	Calmodulin-dependent protein kinase
58519947	HDAC	HDAC7
58519947	OS	overall survival times
58519947	GEP	gene expression profiling
58519947	H3	H3K27
58519947	TCR	T-cell-receptor
58519947	HAT	histone acetyltransferase
58519947	SGK1	serum- and glucocorticoid-inducible kinase 1
