79113041	BCCA REB	Columbia-British Columbia Cancer Agency Research Ethics Board
79113041	SNVs	single-nucleotide variants
79113041	C>A	changes
79113041	SHM	somatic hypermutation
79113041	CNVs	copy number variations
79113041	U	unclassifiable
79113041	BACs	bacterial artificial chromosomes
79113041	OS	Overall survival
